place_id,name,halal_status,url,outlet_label,outlet_address,scraped_at
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Khoo Teck Puat Hospital (KTPH),"90 Yishun Central , #B1-08 (Tower C),  Singapore 768828",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,KK Women's and Children's Hospital (KKH),"100 Bukit Timah Road, Level 1 (near women's specialist clinics),  Singapore 229899",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Marina Bay Financial Centre,"2 Marina Blvd  , #02-01 / 04 (Tower 3),  Singapore 018987 Contact: 6604 6112",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Ng Teng Fong General Hospital  (NTFGH),"1 Jurong East Street 21, #01-02 (Tower B),  Singapore 609606",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Orchard Gateway,"277 Orchard Road, #B2-07-08,  Singapore 238858",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Parkway East Hospital,"321 Joo Chiat Place, #01-10,  Singapore 427990",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Pasir Ris West Plaza,"Blk 735 Pasir Ris St 72, #01-342,  Singapore 510735",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Plaza Singapura,"68 Orchard Road, #B2-35/36,  Singapore 238839",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Red House @ Katong,"63 East Coast Road , #01-06,  Singapore 428776",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Rivervale Plaza,"118 Rivervale Drive , #01-38,  Singapore 540118",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,SAFRA Mt Faber,"2 Telok Blangah Way, #01-05,  Singapore 098803",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,SAFRA Punggol,"9 Sentul Crescent , #03-04,  Singapore 828654",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Sengkang General and Community Hospitals (SKGH),"110 Sengkang East Way, #01-01,  Singapore 544886",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Sengkang Grand Mall,"70 Compassvale Bow, #01-83,  Singapore 544692",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Square 2,"10 Sinaran Drive, #01-155,  Singapore 307506",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Tanglin Mall,"163 Tanglin Road, Tanglin Mall, #B1-127,  Singapore 247933",2025-09-13T21:08:44.464595
243,Heavenly Wang,Halal Certified,https://www.halaltag.com/place/243,Waterway Point,"83 Punggol Central, #B1-44,  Singapore 828761",2025-09-13T21:08:44.464595
2196,Hai Ge Ji Hainanese Chicken Rice,Halal Certified,https://www.halaltag.com/place/2196,Arab Street/ Kampong Glam,"783 North Bridge Road, Singapore 198751",2025-09-13T21:08:45.164206
2263,Hong Kong Cafe @ Bistro Box,Halal Certified,https://www.halaltag.com/place/2263,NUS Techno Edge (College of Design and Engineering),"2 Engineering Drive 4, Singapore 117584",2025-09-13T21:08:45.820772
616,Haq-Insaf's Eating Houase,Halal - Muslim Owned,https://www.halaltag.com/place/616,West Coast (Others),", Singapore 128620",2025-09-13T21:08:46.482785
1556,Haris Sharif,Halal - Muslim Owned,https://www.halaltag.com/place/1556,Teban Gardens / Pandan Gardens,"Blk 37 Teban Gardens Road, #01-202,  Singapore 600037",2025-09-13T21:08:47.205171
2535,Humfull Prawn Laksa,Halal Certified,https://www.halaltag.com/place/2535,Koufu HQ,"1 Woodlands Height, Singapore 737859",2025-09-13T21:08:47.944813
48,Hanis Cafe & Bakery,Halal Certified,https://www.halaltag.com/place/48,Eastpoint Mall,"3 Simei Street 6, #01-14,  Singapore 528833",2025-09-13T21:08:48.619659
48,Hanis Cafe & Bakery,Halal Certified,https://www.halaltag.com/place/48,Paya Lebar Quarter Mall (PLQ),"10 Paya Lebar Road, #B2-18,  Singapore 409057",2025-09-13T21:08:48.619659
2206,Hadramawt Kitchen,Halal - Muslim Owned,https://www.halaltag.com/place/2206,Lavender (Others),"304 Lavender St, Singapore 338812",2025-09-13T21:08:49.309557
386,Halim's Sliced Fish Soup,Halal Certified,https://www.halaltag.com/place/386,AMK Hub,"53 Ang Mo Kio Avenue 3, #03-12 (S3),  Singapore 569933",2025-09-13T21:08:49.997669
386,Halim's Sliced Fish Soup,Halal Certified,https://www.halaltag.com/place/386,Century Square,"2 Tampines Central 5, #03 ,  Singapore 529509",2025-09-13T21:08:49.997669
386,Halim's Sliced Fish Soup,Halal Certified,https://www.halaltag.com/place/386,Junction 8 Shopping Centre,"9 Bishan Place, #04-1/2E (S4),  Singapore 579837",2025-09-13T21:08:49.997669
386,Halim's Sliced Fish Soup,Halal Certified,https://www.halaltag.com/place/386,Pasir Ris Mall,"7 Pasir Ris Central, Singapore 519612",2025-09-13T21:08:49.997669
386,Halim's Sliced Fish Soup,Halal Certified,https://www.halaltag.com/place/386,Paya Lebar Square,"60 Paya Lebar Road, #B1,  Singapore 409051",2025-09-13T21:08:49.997669
2492,House of White Bee Hoon,Halal Certified,https://www.halaltag.com/place/2492,Punggol Settlement,"3 Punggol Point Road, #01-10,  Singapore 828694",2025-09-13T21:08:50.671061
1998,Hugabo,Halal Certified,https://www.halaltag.com/place/1998,Causeway Point,"1 Woodlands Square, #B1-K11,  Singapore 738099",2025-09-13T21:08:51.402763
1998,Hugabo,Halal Certified,https://www.halaltag.com/place/1998,Guoco Tower,"7 Wallich St, #B1-21,  Singapore 078884",2025-09-13T21:08:51.402763
1998,Hugabo,Halal Certified,https://www.halaltag.com/place/1998,One@KentRidge,"1 Lower Kent Ridge Road, #01-29,  Singapore 119082",2025-09-13T21:08:51.402763
1998,Hugabo,Halal Certified,https://www.halaltag.com/place/1998,Sun Plaza,"30 Sembawang Drive, #01-27A,  Singapore 757713",2025-09-13T21:08:51.402763
1998,Hugabo,Halal Certified,https://www.halaltag.com/place/1998,White Sands Shopping Centre,"1 Pasir Ris Central Street 3, #B1,  Singapore 518457",2025-09-13T21:08:51.402763
1485,Hanifa's Briyani Specialist,Halal - Muslim Owned,https://www.halaltag.com/place/1485,Tekka Centre,"665 Buffalo Road, #01-256,  Singapore 210665",2025-09-13T21:08:52.067638
1166,High Kee BBQ Seafood,Halal Certified,https://www.halaltag.com/place/1166,East Coast Lagoon Food Village,"1220 East Coast Parkway, Stall 11,  Singapore 468960",2025-09-13T21:08:52.741329
1251,Haq-Insaf's Eating House,Halal - Muslim Owned,https://www.halaltag.com/place/1251,Jalan Mas Puteh,"15 Jalan Mas Puteh, Singapore 128620 Contact: 6777 6786",2025-09-13T21:08:53.390372
123,Hjh Maimunah,Halal - Muslim Owned,https://www.halaltag.com/place/123,Arab Street/ Kampong Glam,"11 & 15 Jalan Pisang, Singapore 199078 Contact: 6291 3132",2025-09-13T21:08:54.085282
123,Hjh Maimunah,Halal - Muslim Owned,https://www.halaltag.com/place/123,City Square Mall,"Inside Food Republic180 Kitchener Road, #04,  Singapore 208539",2025-09-13T21:08:54.085282
123,Hjh Maimunah,Halal - Muslim Owned,https://www.halaltag.com/place/123,Clementi Mall,"Inside Boleh Boleh3155 Commonwealth Avenue West, #04-20,  Singapore 129588",2025-09-13T21:08:54.085282
123,Hjh Maimunah,Halal - Muslim Owned,https://www.halaltag.com/place/123,Compass One,"1 Sengkang Square, Singapore 545078",2025-09-13T21:08:54.085282
123,Hjh Maimunah,Halal - Muslim Owned,https://www.halaltag.com/place/123,Hong Leong Building,"16 Raffles Quay, #B1-45,  Singapore 048581",2025-09-13T21:08:54.085282
123,Hjh Maimunah,Halal - Muslim Owned,https://www.halaltag.com/place/123,Joo Chiat Shophouses,"20 Joo Chiat Road , #01-02 ,  Singapore 427357 Contact: 6348 5457",2025-09-13T21:08:54.085282
123,Hjh Maimunah,Halal - Muslim Owned,https://www.halaltag.com/place/123,Kedai Kopi (Yishun),"925 Yishun Central, #01-121,  Singapore 760925",2025-09-13T21:08:54.085282
123,Hjh Maimunah,Halal - Muslim Owned,https://www.halaltag.com/place/123,Koufu HQ,"1 Woodlands Height, #01-01,  Singapore 737859",2025-09-13T21:08:54.085282
123,Hjh Maimunah,Halal - Muslim Owned,https://www.halaltag.com/place/123,Parkway Parade,"80 Marine Parade Road, Singapore 449269",2025-09-13T21:08:54.085282
123,Hjh Maimunah,Halal - Muslim Owned,https://www.halaltag.com/place/123,Tampines Mall,"Inside Kopitiam4 Tampines Central 5, #04,  Singapore 529510",2025-09-13T21:08:54.085282
123,Hjh Maimunah,Halal - Muslim Owned,https://www.halaltag.com/place/123,Westgate,"Inside FoodJunction3 Gateway Drive, #B1,  Singapore 608532",2025-09-13T21:08:54.085282
823,Ha-Jun Korean,Halal Certified,https://www.halaltag.com/place/823,Aperia Mall,"12 Kallang Avenue,  #01-28,  Singapore 339511",2025-09-13T21:08:54.733939
823,Ha-Jun Korean,Halal Certified,https://www.halaltag.com/place/823,Hong Leong Building,"16 Raffles Quay, #B1-20/21,  Singapore 048581",2025-09-13T21:08:54.733939
823,Ha-Jun Korean,Halal Certified,https://www.halaltag.com/place/823,Seletar Mall,"33 Sengkang West Avenue, #B1-20/21,  Singapore 797653",2025-09-13T21:08:54.733939
823,Ha-Jun Korean,Halal Certified,https://www.halaltag.com/place/823,Westgate,"3 Gateway Drive, #B2-K9/K11,  Singapore 608532",2025-09-13T21:08:54.733939
2177,Hafiz Nasi Ayam Penyet,Halal - Muslim Owned,https://www.halaltag.com/place/2177,Changi Village Hawker Centre,"2 Changi Village Road, #01-27,  Singapore 500002",2025-09-13T21:08:55.422748
440,Hai Kee Seafood,Halal Certified,https://www.halaltag.com/place/440,Newton Food Centre,"500 Clemenceau Ave North, #01-78,  Singapore 229495",2025-09-13T21:08:56.114178
1015,Hey Sugar,Halal Certified,https://www.halaltag.com/place/1015,Keat Hong Mirage,"818 Choa Chu Kang Avenue 1, #01-06,  Singapore 681817",2025-09-13T21:08:56.768129
815,Halia Restaurant,Halal Certified,https://www.halaltag.com/place/815,Botanic Gardens,"1 Cluny Road, (via Tyersall Avenue) Ginger Garden,  Singapore 259569 Contact: 8444 1148",2025-09-13T21:08:57.447859
1298,Hj Ahmad Fodali & Hjh Asnawiah Asmuni,Halal - Muslim Owned,https://www.halaltag.com/place/1298,Haig Road Food Centre,"14 Haig Rd, #01-16,  Singapore 430014",2025-09-13T21:08:58.107116
2260,Hotplate @Cantine,Halal Certified,https://www.halaltag.com/place/2260,Jurong Point Shopping Mall,"1 Jurong West Central 2, Singapore 648886",2025-09-13T21:08:58.793385
2264,Hungry Burger @ Bistro Box,Halal Certified,https://www.halaltag.com/place/2264,NUS Techno Edge (College of Design and Engineering),"2 Engineering Drive 4, Singapore 117584",2025-09-13T21:08:59.429941
1767,Hjh Salbiah,Halal - Muslim Owned,https://www.halaltag.com/place/1767,Changi Village Hawker Centre,"2 Changi Village Road, #01-04,  Singapore 500002",2025-09-13T21:09:00.072459
1608,Hajjah Sapiah Muslim Stall,Halal - Muslim Owned,https://www.halaltag.com/place/1608,Changi Village Hawker Centre,"2 Changi Village Road, #01-02,  Singapore 500002",2025-09-13T21:09:00.734363
743,Heiraz Bakery,Halal - Muslim Owned,https://www.halaltag.com/place/743,Bizhub 28,"28 Senang Crescent, #02-06,  Singapore 416601 Contact: 8424 5779",2025-09-13T21:09:01.385492
2341,Hatsumi Donburi Soba,Halal Certified,https://www.halaltag.com/place/2341,NEX Mall,"23 Serangoon Central, #01-58,  Singapore 556083",2025-09-13T21:09:02.030064
2540,Happy Hawker,Halal,https://www.halaltag.com/place/2540,Tampines Mart,"5 Tampines Street 32, Singapore 529284",2025-09-13T21:09:02.678602
1857,Hjh Yang Chek,Halal - Muslim Owned,https://www.halaltag.com/place/1857,Upper Boon Keng Food Centre,"17 Upper Boon Keng Rd, #01-26,  Singapore 380017",2025-09-13T21:09:03.337595
864,Helwa Eatz,Halal - Muslim Owned,https://www.halaltag.com/place/864,,,2025-09-13T21:09:04.000376
1677,Hamidah's Kitchen,Halal - Muslim Owned,https://www.halaltag.com/place/1677,Simpang Bedok,"294 Bedok Road, Singapore 469450",2025-09-13T21:09:04.652219
1049,Haji Kadir Food,Halal - Muslim Owned,https://www.halaltag.com/place/1049,Golden Mile Food Centre,"505 Beach Road, #B1-13/14,  Singapore 199583",2025-09-13T21:09:05.329550
1049,Haji Kadir Food,Halal - Muslim Owned,https://www.halaltag.com/place/1049,Lavender (Others),"294 Lavender St, Singapore 338807",2025-09-13T21:09:05.329550
1049,Haji Kadir Food,Halal - Muslim Owned,https://www.halaltag.com/place/1049,Tampines West,"Blk 820 Tampines St 81, Singapore 520820",2025-09-13T21:09:05.329550
1928,Haji Johan Indian Muslim Food (Temasek Indian Rojak),Halal - Muslim Owned,https://www.halaltag.com/place/1928,Tekka Centre,"665 Buffalo Road, Singapore 210665",2025-09-13T21:09:06.082947
1362,Haji E-Moiden,Halal - Muslim Owned,https://www.halaltag.com/place/1362,Teban Gardens Food Centre,"Blk 37A, Teban Gardens Road, Singapore 601037",2025-09-13T21:09:06.765555
1247,Home of Sushi,Halal Certified,https://www.halaltag.com/place/1247,Joo Chiat Shophouses,"1 Joo Chiat Place Singapore , Singapore 427739",2025-09-13T21:09:07.429304
1454,Habib's Rojak,Halal - Muslim Owned,https://www.halaltag.com/place/1454,Ayer Rajah Food Centre,"503 West Coast Drive, #01-68,  Singapore 120503",2025-09-13T21:09:08.173478
2432,Head Chefz,Halal Certified,https://www.halaltag.com/place/2432,Changi General Hospital (CGH),"2 Simei Street 3 , #01-30,  Singapore 529889",2025-09-13T21:09:08.823257
931,Hj Waliti Hj Mazuki,Halal - Muslim Owned,https://www.halaltag.com/place/931,Haig Road Food Centre,"14 Haig Rd, #01-18,  Singapore 430014",2025-09-13T21:09:09.484809
859,Happy Cafe,Halal Certified,https://www.halaltag.com/place/859,Gain City Megastore,"71 Sungei Kadut Drive, #01-01 ,  Singapore 729577",2025-09-13T21:09:10.155916
2051,Hong Le Japanese and Korean Cuisine,Halal Certified,https://www.halaltag.com/place/2051,Heartbeat@Bedok,"11 Bedok North Street 1 , #01-28,  Singapore 469662",2025-09-13T21:09:10.813150
2051,Hong Le Japanese and Korean Cuisine,Halal Certified,https://www.halaltag.com/place/2051,Northshore Plaza,"407 Northshore Drive, #02 (Plaza 2),  Singapore 820407",2025-09-13T21:09:10.813150
2051,Hong Le Japanese and Korean Cuisine,Halal Certified,https://www.halaltag.com/place/2051,Pasir Ris Mall,"7 Pasir Ris Central, #B2-17,  Singapore 519612",2025-09-13T21:09:10.813150
1343,Habibtea,Halal - Muslim Owned,https://www.halaltag.com/place/1343,,,2025-09-13T21:09:11.474012
2137,Haig Road Nasi Lemak,Halal - Muslim Owned,https://www.halaltag.com/place/2137,Haig Road Food Centre,"14 Haig Rd, #01-08,  Singapore 430014",2025-09-13T21:09:12.147257
2348,Hyderabad Bawarchi,Halal - Muslim Owned,https://www.halaltag.com/place/2348,Toa Payoh (Others),"978 Toa Payoh North #02-00, Singapore 319001",2025-09-13T21:09:12.792706
346,Hajjah Mariam Cafe,Halal - Muslim Owned,https://www.halaltag.com/place/346,City Gate,"371 Beach Road, #01-36,  Singapore 199597",2025-09-13T21:09:13.486278
2034,Hjh Aishah Omar & Family,Halal - Muslim Owned,https://www.halaltag.com/place/2034,Haig Road Food Centre,"14 Haig Rd, Singapore 430014",2025-09-13T21:09:14.153277
1252,Habib Express,Halal - Muslim Owned,https://www.halaltag.com/place/1252,Sengkang (Others),"278D Compassvale Bow, Singapore 543278",2025-09-13T21:09:14.801640
1252,Habib Express,Halal - Muslim Owned,https://www.halaltag.com/place/1252,Tampines Mart,"5 Tampines Street 32, Singapore 529284",2025-09-13T21:09:14.801640
2002,Haji M Abdul Rajak Stall,Halal - Muslim Owned,https://www.halaltag.com/place/2002,Upper Boon Keng Food Centre,"17 Upper Boon Keng Rd, #01-03,  Singapore 380017",2025-09-13T21:09:15.517280
1545,Halal Chee Cheong Fun,Halal - Muslim Owned,https://www.halaltag.com/place/1545,Tampines Changkat,"Blk 138 Tampines St 11, Singapore 521138",2025-09-13T21:09:16.175990
2358,Haus Fish & Spinach,Halal Certified,https://www.halaltag.com/place/2358,Changi Airport Terminal 3 (T3),"65 Airport Boulevard, Singapore 819663",2025-09-13T21:09:16.826189
2358,Haus Fish & Spinach,Halal Certified,https://www.halaltag.com/place/2358,Changi Airport Terminal 4 (T4),"10 Airport Boulevard, #03,  Singapore 819665",2025-09-13T21:09:16.826189
2357,Haus Ban Mian,Halal Certified,https://www.halaltag.com/place/2357,Pasir Ris Mall,"7 Pasir Ris Central, #B2-17,  Singapore 519612",2025-09-13T21:09:17.467728
2357,Haus Ban Mian,Halal Certified,https://www.halaltag.com/place/2357,Paya Lebar Square,"60 Paya Lebar Road, Singapore 409051",2025-09-13T21:09:17.467728
2428,Handmade Noodle @Cantine,Halal Certified,https://www.halaltag.com/place/2428,Causeway Point,"1 Woodlands Square, #07-03,  Singapore 738099",2025-09-13T21:09:18.135198
2514,Istanbul Grill's,Halal - Muslim Owned,https://www.halaltag.com/place/2514,Arab Street/ Kampong Glam,"25 Baghdad Street, Singapore 199664",2025-09-13T21:09:25.343472
1917,Istana Minangkabau Nasi Padang,Halal - Muslim Owned,https://www.halaltag.com/place/1917,Oxley Bizhub 1,"61 Ubi Road 1, #01-17,  Singapore 408732",2025-09-13T21:09:26.003193
2376,Indian/Bangla/Malay Stall@TWRP,Halal Certified,https://www.halaltag.com/place/2376,,"1 Tuas South Lane, Singapore 637301",2025-09-13T21:09:26.655539
1709,Ikan 1986,Halal Certified,https://www.halaltag.com/place/1709,Buangkok Square,"Blk 991 Buangkok Link, #01-12,  Singapore 530991",2025-09-13T21:09:27.304521
1709,Ikan 1986,Halal Certified,https://www.halaltag.com/place/1709,Pasir Ris West Plaza,"Blk 735 Pasir Ris St 72, #01-342,  Singapore 510735",2025-09-13T21:09:27.304521
1709,Ikan 1986,Halal Certified,https://www.halaltag.com/place/1709,Sun Plaza,"30 Sembawang Drive, #01-23,  Singapore 757713",2025-09-13T21:09:27.304521
1472,Istimewa Nasi Padang,Halal - Muslim Owned,https://www.halaltag.com/place/1472,Bukit Merah (Others),"28 Hoy Fatt Road, Singapore 151028",2025-09-13T21:09:27.963275
1472,Istimewa Nasi Padang,Halal - Muslim Owned,https://www.halaltag.com/place/1472,HDB Hub,"Inside Fork & Spoon480 Toa Payoh Lorong 6, #02-70,  Singapore 310480",2025-09-13T21:09:27.963275
1016,Ichikokudo Hokkaido Ramen,Halal Certified,https://www.halaltag.com/place/1016,313@Somerset,"313 Orchard Road, #B3-35/3,  Singapore 238895",2025-09-13T21:09:28.638585
1016,Ichikokudo Hokkaido Ramen,Halal Certified,https://www.halaltag.com/place/1016,Changi Airport Terminal 3 (T3),"65 Airport Boulevard, #B2,  Singapore 819663",2025-09-13T21:09:28.638585
1016,Ichikokudo Hokkaido Ramen,Halal Certified,https://www.halaltag.com/place/1016,China Square Central,"18 Cross Street, #01-02/K1,  Singapore 048423",2025-09-13T21:09:28.638585
1016,Ichikokudo Hokkaido Ramen,Halal Certified,https://www.halaltag.com/place/1016,Hillion Mall,"17 Petir Road, # 01-01/02,  Singapore 678278",2025-09-13T21:09:28.638585
1016,Ichikokudo Hokkaido Ramen,Halal Certified,https://www.halaltag.com/place/1016,Suntec City,"3 Temasek Boulevard, #B1-135 (Tower 1),  Singapore 038983",2025-09-13T21:09:28.638585
2278,Irna's Taste,Halal - Muslim Owned,https://www.halaltag.com/place/2278,Millage @ Changi,"55 Changi Road, #01-20,  Singapore 419709",2025-09-13T21:09:29.291376
210,Indian and Malay Kitchen @ Pan Pacific Hotel,Halal Certified,https://www.halaltag.com/place/210,Pan Pacific Hotel,"7 Raffles Boulevard, Singapore 039595",2025-09-13T21:09:29.941995
2299,Indocrave,Halal Certified,https://www.halaltag.com/place/2299,Choa Chu Kang (Others),"673B Choa Chu Kang Crescent, #01-01,  Singapore 682673",2025-09-13T21:09:30.613430
181,Islamic Restaurant,Halal Certified,https://www.halaltag.com/place/181,Arab Street/ Kampong Glam,745 North Bridge Road,2025-09-13T21:09:31.275970
181,Islamic Restaurant,Halal Certified,https://www.halaltag.com/place/181,Little India Shophouses,"114 Desker Road, 209635,  Singapore",2025-09-13T21:09:31.275970
2370,Indo Nasi Padang,Halal Certified,https://www.halaltag.com/place/2370,Singapore General Hospital (SGH),"1 Hospital Drive, Singapore General Hospital, Blk 6,  Singapore 169608",2025-09-13T21:09:31.921327
1215,Istanbul,Halal - Muslim Owned,https://www.halaltag.com/place/1215,Tampines East (St 43/44/45),"Blk 476 Tampines Street 44, #01-203,  Singapore 520476",2025-09-13T21:09:32.613799
374,IKEA Restaurant (Line 3),Halal Certified,https://www.halaltag.com/place/374,IKEA Tampines,"60 Tampines North Drive 2, Singapore 528764",2025-09-13T21:09:33.347532
262,IndoChili Restaurant,Halal Certified,https://www.halaltag.com/place/262,Zion Road,"54 Zion Road, Singapore 247779 Contact: 6445 1766",2025-09-13T21:09:34.002646
1672,Ishq Kebab,Halal - Muslim Owned,https://www.halaltag.com/place/1672,Changi Village,"Blk 5 Changi Village, #01-2013,  Singapore 500005",2025-09-13T21:09:34.649143
1675,It's Satay,Halal - Muslim Owned,https://www.halaltag.com/place/1675,PAssion Wave Building,"60 Jalan Mempurong , #02,  Singapore 759058",2025-09-13T21:09:35.310691
1715,Imam Banana Leaf Restaurant,Halal - Muslim Owned,https://www.halaltag.com/place/1715,Geylang (Others),"10 Lorong 1 Geylang, Singapore 389119",2025-09-13T21:09:36.033797
1653,Inspirasi,Halal - Muslim Owned,https://www.halaltag.com/place/1653,Bedok Interchange Hawker Centre,"208B New Upper Changi Rd, #01-11,  Singapore 462208",2025-09-13T21:09:36.686083
625,Ice Cream Chefs,Halal Certified,https://www.halaltag.com/place/625,Thomson (Others),"12 Jalan Kuras , Singapore 577727 Contact: 6458 4849",2025-09-13T21:09:37.335092
1146,Isha Curry Puff,Halal - Muslim Owned,https://www.halaltag.com/place/1146,"79/79A Circuit Road, #01-53,  Singapore 371079",Circuit Road Food Centre (Blk 79/79A),2025-09-13T21:09:37.970955
1803,Ibrahim Stall Shenton Way Power,Halal - Muslim Owned,https://www.halaltag.com/place/1803,Ayer Rajah Food Centre,"503 West Coast Drive, Stall 74,  Singapore 120503",2025-09-13T21:09:38.613100
1833,Impian Wahyu,Halal - Muslim Owned,https://www.halaltag.com/place/1833,Jalan Besar (Others),"Blk 28 Kelantan Lane, Singapore 200028",2025-09-13T21:09:39.252321
2481,Indonesian @Food Club,Halal Certified,https://www.halaltag.com/place/2481,Ngee Ann Polytechnic (NP),"535 Clementi Road , #01-01,  Singapore 599489",2025-09-13T21:09:39.909944
724,Ibrahim Mee Stall,Halal - Muslim Owned,https://www.halaltag.com/place/724,,"2 Adam Road, Stall 4,  Singapore 289876",2025-09-13T21:09:40.581242
1764,Ina Satay,Halal - Muslim Owned,https://www.halaltag.com/place/1764,Lau Pa Sat Satay Street,"18 Raffles Quay , Stall 14/19,  Singapore 048582",2025-09-13T21:09:41.223582
1994,Ipoh Hainanese Chicken Rice,Halal Certified,https://www.halaltag.com/place/1994,Lau Pa Sat (Telok Ayer Festival Market),"18 Raffles Quay, #01-14,  Singapore 048582",2025-09-13T21:09:41.879327
2513,Indonesia Cuisine 77,Halal - Muslim Owned,https://www.halaltag.com/place/2513,,,2025-09-13T21:09:42.546317
2193,Izah Rahman Ccrner,Halal - Muslim Owned,https://www.halaltag.com/place/2193,Marine Parade Hawker Centre,"84 Marine Parade Central, Singapore 440084",2025-09-13T21:09:43.176712
2052,Indo Express,Halal Certified,https://www.halaltag.com/place/2052,Lucky Plaza,"304 Orchard Road, #01-71,  Singapore 238863",2025-09-13T21:09:43.846501
534,J & C Bakery,Halal Certified,https://www.halaltag.com/place/534,East Village,"430 Upper Changi Road, #01-58,  Singapore 487048",2025-09-13T21:09:51.017474
534,J & C Bakery,Halal Certified,https://www.halaltag.com/place/534,Joo Chiat Shophouses,"12 Joo Chiat Road, Singapore 427353",2025-09-13T21:09:51.017474
534,J & C Bakery,Halal Certified,https://www.halaltag.com/place/534,Woodland East Industrial Estate,"15 Woodlands Loop, #03-03,  Singapore 738322 Contact: 6753 3500",2025-09-13T21:09:51.017474
1999,Just Bento by Shakespot,Halal - Muslim Owned,https://www.halaltag.com/place/1999,Amoy Street Food Centre,"7 Maxwell Road Singapore , #02-87,  Singapore 069111",2025-09-13T21:09:51.690606
366,Jai Siam,Halal Certified,https://www.halaltag.com/place/366,Dhoby Ghaut MRT Station,"11 Orchard Road, Dhoby Ghaut MRT Station, #B1-12,  Singapore 238826 Contact: 6338 5766",2025-09-13T21:09:52.343968
366,Jai Siam,Halal Certified,https://www.halaltag.com/place/366,Singapore Post Centre (Singpost),"10 Eunos Road 8 , #B1-147,  Singapore 408600",2025-09-13T21:09:52.343968
1860,J65,Halal Certified,https://www.halaltag.com/place/1860,Jen Singapore Tanglin,"1a Cuscaden Road, Singapore 249716",2025-09-13T21:09:52.986330
1743,Jasmin Stall,Halal - Muslim Owned,https://www.halaltag.com/place/1743,Seah Im Food Centre,"2 Seah Im Road, #01-46,  Singapore 099114",2025-09-13T21:09:53.645428
1333,JH Japanese Cuisine,Halal Certified,https://www.halaltag.com/place/1333,Changi General Hospital (CGH),"2 Simei Street 3 , Singapore 529889",2025-09-13T21:09:54.318234
1654,Jefri The Original Botak Chicken Rice,Halal - Muslim Owned,https://www.halaltag.com/place/1654,Bedok Interchange Hawker Centre,"208B New Upper Changi Rd, #01-07,  Singapore 462208",2025-09-13T21:09:54.956308
1788,Jom Supply Co,Halal - Muslim Owned,https://www.halaltag.com/place/1788,Tekka Place (formerly The Verge),"Inside Eatbox2 Serangoon Road, #01-55,  Singapore 218227",2025-09-13T21:09:55.607065
1212,Julaiha Muslim Restaurant,Halal - Muslim Owned,https://www.halaltag.com/place/1212,MacPherson,"538 MacPherson Rd, Singapore 368222",2025-09-13T21:09:56.283475
441,Jian Fa Seafood BBQ,Halal Certified,https://www.halaltag.com/place/441,Our Tampines Hub Hawker Centre,"495 Tampines Ave 5, #01-57,  Singapore 529649",2025-09-13T21:09:56.937334
1123,Jiak Modern Tzechar,Halal Certified,https://www.halaltag.com/place/1123,HillV2,"4 Hillview Rise, #02-04,  Singapore 669554",2025-09-13T21:09:57.604005
1584,Joey Cakes & Pastries,Halal Certified,https://www.halaltag.com/place/1584,Punggol (Others),"Blk 660A Edgedale Plains, #02-02,  Singapore 821660 Contact: 9830 1010",2025-09-13T21:09:58.263004
2160,Jinjja Kitchen,Halal Certified,https://www.halaltag.com/place/2160,Changi Airport Terminal 2 (T2),"60 Airport Boulevard, #01,  Singapore 819643",2025-09-13T21:09:58.954110
2160,Jinjja Kitchen,Halal Certified,https://www.halaltag.com/place/2160,Our Tampines Hub (OTH),"1 Tampines Walk, #01-101,  Singapore 528523",2025-09-13T21:09:58.954110
2430,Japanese Cuisine @Cantine,Halal Certified,https://www.halaltag.com/place/2430,,,2025-09-13T21:09:59.682777
293,Jollibee,Halal Certified,https://www.halaltag.com/place/293,Anchorvale Village,"339 Anchorvale Road, #01-04,  Singapore 540339",2025-09-13T21:10:00.370426
